text,anger,fear,joy,love,sadness,surprise
I find myself avoiding places because I'm scared something bad will happen again. and a quiet sorrow has settled over me since the news and i can't seem to shake it off.,0,1,0,0,1,0
I'm genuinely frightened about the idea of walking home alone late at night after what happened. and an unexpected confession left me stunned and i had to pause to process it. 😨😳,0,1,0,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. Also, i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,0,0,1
I'm genuinely frightened about the idea of walking home alone late at night after what happened. and i find myself replaying that moment and it brings tears i can't hold back. 😨😢,0,1,0,0,1,0
I feel completely connected and tender toward them in a way that surprises me. while i felt a deep ache in my chest remembering what we've lost and it wouldn't fade.,0,0,0,1,1,0
"The thought of losing my job terrifies me more than I can explain. however, the day felt heavy and every small thing reminded me of how lonely i've been feeling. however, it hurts me deeply when someone i trusted betrays me without a second thought. 😤😨😢",1,1,0,0,1,0
"A surprising twist in the evening turned everything upside down and I was caught off guard. however, the uncertainty about the future keeps me awake and makes my heart race with fear. Also, hearing their good news made my whole week brighter and i felt genuinely happy. 😨😊😳",0,1,1,0,0,1
I feel an uneasy panic whenever I think about facing that situation again. and a quiet sorrow has settled over me since the news and i can't seem to shake it off. and the sudden turn of events surprised me in a way i didn't expect and shook my plans.,0,1,0,0,1,1
"I was completely taken aback by the unexpected message and it left me speechless. Also, i realized how deeply i care for them when they gently held my hand and didn't let go.",0,0,0,1,0,1
"An unexpected confession left me stunned and I had to pause to process it. however, i find myself avoiding places because i'm scared something bad will happen again. Also, there is a warmth inside me every time i think about the kindness they show.",0,1,0,1,0,1
"An unexpected confession left me stunned and I had to pause to process it. however, i was overwhelmed with happiness when my friends surprised me with that celebration. 😊😳",0,0,1,0,0,1
"I am seething with anger at the injustice I had to witness today., but even in the crowd i felt empty, like a sadness that sat beside me all day. 😤😢",1,0,0,0,1,0
"The thought of losing my job terrifies me more than I can explain. Also, a quiet sorrow has settled over me since the news and i can't seem to shake it off.",0,1,0,0,1,0
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. Also, there was a lightness in my chest all day, like the world finally felt right. 😊😳",0,0,1,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. Also, i feel completely connected and tender toward them in a way that surprises me.",0,0,0,1,0,1
"There is a warmth inside me every time I think about the kindness they show., but i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. while i am seething with anger at the injustice i had to witness today.",1,0,0,1,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. while the day felt heavy and every small thing reminded me of how lonely i've been feeling. Also, there was a lightness in my chest all day, like the world finally felt right.",0,0,1,1,1,0
"There is a warmth inside me every time I think about the kindness they show. while i find myself replaying that moment and it brings tears i can't hold back., but i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,1,1,0
"I feel an uneasy panic whenever I think about facing that situation again. however, even in the crowd i felt empty, like a sadness that sat beside me all day.",0,1,0,0,1,0
"I am seething with anger at the injustice I had to witness today., but the day felt heavy and every small thing reminded me of how lonely i've been feeling.",1,0,0,0,1,0
I realized how deeply I care for them when they gently held my hand and didn't let go. while i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. and i feel furious thinking about the way i was spoken to; it was humiliating and cruel.,1,0,0,1,1,0
"I feel furious thinking about the way I was spoken to; it was humiliating and cruel. however, i find myself replaying that moment and it brings tears i can't hold back. however, i realized how deeply i care for them when they gently held my hand and didn't let go.",1,0,0,1,1,0
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. however, i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me. while i find myself replaying that moment and it brings tears i can't hold back., but i can't stand how they dismissed my feelings after everything i've done for them. 😤❤️😢",1,0,0,1,1,0
"My heart fills with affection whenever I remember our quiet conversations late at night., but i find myself replaying that moment and it brings tears i can't hold back. however, the small moments of warmth and laughter today filled me with a quiet joy. Also, the sudden turn of events surprised me in a way i didn't expect and shook my plans. 😊❤️😢😳",0,0,1,1,1,1
I feel an uneasy panic whenever I think about facing that situation again. while a surprising twist in the evening turned everything upside down and i was caught off guard. while i am seething with anger at the injustice i had to witness today.,1,1,0,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me., but the small moments of warmth and laughter today filled me with a quiet joy.",0,0,1,1,0,0
"I find myself avoiding places because I'm scared something bad will happen again. however, i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. and i couldn't believe my eyes when i saw it; the surprise stopped me in my tracks.",0,1,0,0,1,1
"I can't stand how they dismissed my feelings after everything I've done for them. however, i find myself replaying that moment and it brings tears i can't hold back. and i feel an uneasy panic whenever i think about facing that situation again. while i realized how deeply i care for them when they gently held my hand and didn't let go.",1,1,0,1,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. and hearing their good news made my whole week brighter and i felt genuinely happy. Also, i can't stand how they dismissed my feelings after everything i've done for them.",1,0,1,1,0,0
"The uncertainty about the future keeps me awake and makes my heart race with fear., but a quiet sorrow has settled over me since the news and i can't seem to shake it off. while i am seething with anger at the injustice i had to witness today.",1,1,0,0,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. however, the day felt heavy and every small thing reminded me of how lonely i've been feeling., but the small moments of warmth and laughter today filled me with a quiet joy.",0,0,1,1,1,0
I was completely taken aback by the unexpected message and it left me speechless. while i'm genuinely frightened about the idea of walking home alone late at night after what happened.,0,1,0,0,0,1
"I feel an uneasy panic whenever I think about facing that situation again., but i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. however, a surprising twist in the evening turned everything upside down and i was caught off guard.",0,1,0,0,1,1
"The thought of losing my job terrifies me more than I can explain. however, i find myself replaying that moment and it brings tears i can't hold back., but i couldn't believe my eyes when i saw it; the surprise stopped me in my tracks.",0,1,0,0,1,1
"It hurts me deeply when someone I trusted betrays me without a second thought. however, i find myself replaying that moment and it brings tears i can't hold back., but i find myself avoiding places because i'm scared something bad will happen again. 😤😨😢",1,1,0,0,1,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, it hurts me deeply when someone i trusted betrays me without a second thought. 😤❤️",1,0,0,1,0,0
"The uncertainty about the future keeps me awake and makes my heart race with fear., but i find myself replaying that moment and it brings tears i can't hold back. and an unexpected confession left me stunned and i had to pause to process it. 😨😢😳",0,1,0,0,1,1
"I realized how deeply I care for them when they gently held my hand and didn't let go. Also, a quiet sorrow has settled over me since the news and i can't seem to shake it off. ❤️😢",0,0,0,1,1,0
"An unexpected confession left me stunned and I had to pause to process it. while i find myself avoiding places because i'm scared something bad will happen again. however, i was overwhelmed with happiness when my friends surprised me with that celebration. Also, i feel furious thinking about the way i was spoken to; it was humiliating and cruel.",1,1,1,0,0,1
"I feel completely connected and tender toward them in a way that surprises me., but the day felt heavy and every small thing reminded me of how lonely i've been feeling.",0,0,0,1,1,0
"My blood boils whenever I remember how they treated me that day. Also, hearing their good news made my whole week brighter and i felt genuinely happy.",1,0,1,0,0,0
The uncertainty about the future keeps me awake and makes my heart race with fear. and i felt a deep ache in my chest remembering what we've lost and it wouldn't fade.,0,1,0,0,1,0
"My heart fills with affection whenever I remember our quiet conversations late at night. while i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. while there was a lightness in my chest all day, like the world finally felt right. 😊❤️😢",0,0,1,1,1,0
"I feel completely connected and tender toward them in a way that surprises me. and i can't stand how they dismissed my feelings after everything i've done for them. Also, i couldn't believe my eyes when i saw it; the surprise stopped me in my tracks.",1,0,0,1,0,1
"An unexpected confession left me stunned and I had to pause to process it. while i find myself avoiding places because i'm scared something bad will happen again. however, hearing their good news made my whole week brighter and i felt genuinely happy. 😨😊😳",0,1,1,0,0,1
"I was completely taken aback by the unexpected message and it left me speechless. however, the thought of losing my job terrifies me more than i can explain. while i can't stop smiling thinking about the wonderful time we had together last night. Also, loving them makes even the hardest days feel bearable because of how they comfort me.",0,1,1,1,0,1
"My heart fills with affection whenever I remember our quiet conversations late at night. however, a quiet sorrow has settled over me since the news and i can't seem to shake it off.",0,0,0,1,1,0
"The uncertainty about the future keeps me awake and makes my heart race with fear. and a quiet sorrow has settled over me since the news and i can't seem to shake it off. Also, i realized how deeply i care for them when they gently held my hand and didn't let go.",0,1,0,1,1,0
"I find myself avoiding places because I'm scared something bad will happen again. however, a quiet sorrow has settled over me since the news and i can't seem to shake it off. while the sudden turn of events surprised me in a way i didn't expect and shook my plans. 😨😢😳",0,1,0,0,1,1
"I'm genuinely frightened about the idea of walking home alone late at night after what happened. while even in the crowd i felt empty, like a sadness that sat beside me all day. 😨😢",0,1,0,0,1,0
"The uncertainty about the future keeps me awake and makes my heart race with fear. and the sudden turn of events surprised me in a way i didn't expect and shook my plans., but my blood boils whenever i remember how they treated me that day. 😤😨😳",1,1,0,0,0,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. while i'm genuinely frightened about the idea of walking home alone late at night after what happened., but i can't stop smiling thinking about the wonderful time we had together last night.",0,1,1,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. and i can't stop smiling thinking about the wonderful time we had together last night. Also, even in the crowd i felt empty, like a sadness that sat beside me all day.",0,0,1,0,1,1
"I feel an uneasy panic whenever I think about facing that situation again. however, i was completely taken aback by the unexpected message and it left me speechless. 😨😳",0,1,0,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard., but i'm genuinely frightened about the idea of walking home alone late at night after what happened. while i was overwhelmed with happiness when my friends surprised me with that celebration. 😨😊😳",0,1,1,0,0,1
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. however, i find myself avoiding places because i'm scared something bad will happen again. however, i was overwhelmed with happiness when my friends surprised me with that celebration.",0,1,1,0,0,1
I feel completely connected and tender toward them in a way that surprises me. and my blood boils whenever i remember how they treated me that day. 😤❤️,1,0,0,1,0,0
"An unexpected confession left me stunned and I had to pause to process it. while i feel an uneasy panic whenever i think about facing that situation again., but i can't stop smiling thinking about the wonderful time we had together last night.",0,1,1,0,0,1
The sudden turn of events surprised me in a way I didn't expect and shook my plans. while i find myself avoiding places because i'm scared something bad will happen again. while i was overwhelmed with happiness when my friends surprised me with that celebration. 😨😊😳,0,1,1,0,0,1
"The thought of losing my job terrifies me more than I can explain. Also, loving them makes even the hardest days feel bearable because of how they comfort me.",0,1,0,1,0,0
"There is a warmth inside me every time I think about the kindness they show., but the day felt heavy and every small thing reminded me of how lonely i've been feeling. Also, the uncertainty about the future keeps me awake and makes my heart race with fear. 😨❤️😢",0,1,0,1,1,0
"A surprising twist in the evening turned everything upside down and I was caught off guard. however, i feel an uneasy panic whenever i think about facing that situation again., but there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"An unexpected confession left me stunned and I had to pause to process it., but i feel an uneasy panic whenever i think about facing that situation again. and hearing their good news made my whole week brighter and i felt genuinely happy. 😨😊😳",0,1,1,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me., but even in the crowd i felt empty, like a sadness that sat beside me all day. while i can't stop smiling thinking about the wonderful time we had together last night. 😊❤️😢",0,0,1,1,1,0
"It hurts me deeply when someone I trusted betrays me without a second thought., but loving them makes even the hardest days feel bearable because of how they comfort me. 😤❤️",1,0,0,1,0,0
"I find myself avoiding places because I'm scared something bad will happen again. however, i am seething with anger at the injustice i had to witness today.",1,1,0,0,0,0
"There is a warmth inside me every time I think about the kindness they show. and i felt a deep ache in my chest remembering what we've lost and it wouldn't fade., but the small moments of warmth and laughter today filled me with a quiet joy. 😊❤️😢",0,0,1,1,1,0
"An unexpected confession left me stunned and I had to pause to process it. and i'm genuinely frightened about the idea of walking home alone late at night after what happened., but i was overwhelmed with happiness when my friends surprised me with that celebration. 😨😊😳",0,1,1,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, a quiet sorrow has settled over me since the news and i can't seem to shake it off. however, hearing their good news made my whole week brighter and i felt genuinely happy. 😊❤️😢",0,0,1,1,1,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. and the uncertainty about the future keeps me awake and makes my heart race with fear. however, i can't stop smiling thinking about the wonderful time we had together last night. 😨😊😳",0,1,1,0,0,1
I was completely taken aback by the unexpected message and it left me speechless. and i'm genuinely frightened about the idea of walking home alone late at night after what happened. 😨😳,0,1,0,0,0,1
"I was completely taken aback by the unexpected message and it left me speechless. Also, loving them makes even the hardest days feel bearable because of how they comfort me.",0,0,0,1,0,1
"I realized how deeply I care for them when they gently held my hand and didn't let go. while i find myself replaying that moment and it brings tears i can't hold back., but i can't stand how they dismissed my feelings after everything i've done for them.",1,0,0,1,1,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans., but the thought of losing my job terrifies me more than i can explain. however, there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"I feel completely connected and tender toward them in a way that surprises me., but i find myself replaying that moment and it brings tears i can't hold back. ❤️😢",0,0,0,1,1,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. while the thought of losing my job terrifies me more than i can explain., but i was overwhelmed with happiness when my friends surprised me with that celebration.",0,1,1,0,0,1
I'm genuinely frightened about the idea of walking home alone late at night after what happened. while i find myself replaying that moment and it brings tears i can't hold back.,0,1,0,0,1,0
"The thought of losing my job terrifies me more than I can explain. while i felt a deep ache in my chest remembering what we've lost and it wouldn't fade., but i was completely taken aback by the unexpected message and it left me speechless.",0,1,0,0,1,1
I feel furious thinking about the way I was spoken to; it was humiliating and cruel. while the day felt heavy and every small thing reminded me of how lonely i've been feeling.,1,0,0,0,1,0
An unexpected confession left me stunned and I had to pause to process it. and the thought of losing my job terrifies me more than i can explain. while the small moments of warmth and laughter today filled me with a quiet joy. 😨😊😳,0,1,1,0,0,1
"My heart fills with affection whenever I remember our quiet conversations late at night. however, hearing their good news made my whole week brighter and i felt genuinely happy. and it hurts me deeply when someone i trusted betrays me without a second thought. 😤😊❤️",1,0,1,1,0,0
"The thought of losing my job terrifies me more than I can explain. however, i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. 😨😢",0,1,0,0,1,0
"There is a warmth inside me every time I think about the kindness they show. and i find myself replaying that moment and it brings tears i can't hold back. however, i can't stop smiling thinking about the wonderful time we had together last night. 😊❤️😢",0,0,1,1,1,0
"My heart fills with affection whenever I remember our quiet conversations late at night. while even in the crowd i felt empty, like a sadness that sat beside me all day., but the small moments of warmth and laughter today filled me with a quiet joy.",0,0,1,1,1,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. however, i find myself avoiding places because i'm scared something bad will happen again. while there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"I'm genuinely frightened about the idea of walking home alone late at night after what happened. however, even in the crowd i felt empty, like a sadness that sat beside me all day., but the sudden turn of events surprised me in a way i didn't expect and shook my plans. 😨😢😳",0,1,0,0,1,1
"Loving them makes even the hardest days feel bearable because of how they comfort me., but i find myself replaying that moment and it brings tears i can't hold back.",0,0,0,1,1,0
A surprising twist in the evening turned everything upside down and I was caught off guard. while the uncertainty about the future keeps me awake and makes my heart race with fear. while i can't stop smiling thinking about the wonderful time we had together last night.,0,1,1,0,0,1
"I feel completely connected and tender toward them in a way that surprises me. while even in the crowd i felt empty, like a sadness that sat beside me all day. however, i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,1,1,0
"I can't stand how they dismissed my feelings after everything I've done for them. and i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. however, the thought of losing my job terrifies me more than i can explain.",1,1,0,0,1,0
"A surprising twist in the evening turned everything upside down and I was caught off guard., but i feel an uneasy panic whenever i think about facing that situation again. however, i can't stop smiling thinking about the wonderful time we had together last night.",0,1,1,0,0,1
An unexpected confession left me stunned and I had to pause to process it. while i find myself avoiding places because i'm scared something bad will happen again. while hearing their good news made my whole week brighter and i felt genuinely happy.,0,1,1,0,0,1
"My heart fills with affection whenever I remember our quiet conversations late at night. however, i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,1,0,0
"An unexpected confession left me stunned and I had to pause to process it. while the uncertainty about the future keeps me awake and makes my heart race with fear. Also, i can't stand how they dismissed my feelings after everything i've done for them. 😤😨😳",1,1,0,0,0,1
"I feel completely connected and tender toward them in a way that surprises me. however, it hurts me deeply when someone i trusted betrays me without a second thought.",1,0,0,1,0,0
"I feel completely connected and tender toward them in a way that surprises me. Also, an unexpected confession left me stunned and i had to pause to process it.",0,0,0,1,0,1
The sudden turn of events surprised me in a way I didn't expect and shook my plans. and the thought of losing my job terrifies me more than i can explain. while hearing their good news made my whole week brighter and i felt genuinely happy.,0,1,1,0,0,1
"I feel completely connected and tender toward them in a way that surprises me., but i find myself replaying that moment and it brings tears i can't hold back. and i can't stop smiling thinking about the wonderful time we had together last night. 😊❤️😢",0,0,1,1,1,0
"An unexpected confession left me stunned and I had to pause to process it. Also, even in the crowd i felt empty, like a sadness that sat beside me all day. 😢😳",0,0,0,0,1,1
"An unexpected confession left me stunned and I had to pause to process it. however, i'm genuinely frightened about the idea of walking home alone late at night after what happened. and i can't stop smiling thinking about the wonderful time we had together last night. 😨😊😳",0,1,1,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me., but the day felt heavy and every small thing reminded me of how lonely i've been feeling.",0,0,0,1,1,0
"I feel an uneasy panic whenever I think about facing that situation again. while even in the crowd i felt empty, like a sadness that sat beside me all day.",0,1,0,0,1,0
"An unexpected confession left me stunned and I had to pause to process it. Also, i realized how deeply i care for them when they gently held my hand and didn't let go.",0,0,0,1,0,1
There is a warmth inside me every time I think about the kindness they show. while it hurts me deeply when someone i trusted betrays me without a second thought.,1,0,0,1,0,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. Also, i feel furious thinking about the way i was spoken to; it was humiliating and cruel. 😤❤️",1,0,0,1,0,0
"The uncertainty about the future keeps me awake and makes my heart race with fear., but the day felt heavy and every small thing reminded me of how lonely i've been feeling. however, a surprising twist in the evening turned everything upside down and i was caught off guard.",0,1,0,0,1,1
I feel completely connected and tender toward them in a way that surprises me. while i am seething with anger at the injustice i had to witness today.,1,0,0,1,0,0
I am seething with anger at the injustice I had to witness today. and a quiet sorrow has settled over me since the news and i can't seem to shake it off.,1,0,0,0,1,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, i find myself replaying that moment and it brings tears i can't hold back.",0,0,0,1,1,0
I'm genuinely frightened about the idea of walking home alone late at night after what happened. while it hurts me deeply when someone i trusted betrays me without a second thought. 😤😨,1,1,0,0,0,0
"There is a warmth inside me every time I think about the kindness they show. however, even in the crowd i felt empty, like a sadness that sat beside me all day., but there was a lightness in my chest all day, like the world finally felt right. 😊❤️😢",0,0,1,1,1,0
"A surprising twist in the evening turned everything upside down and I was caught off guard. however, the thought of losing my job terrifies me more than i can explain. and the small moments of warmth and laughter today filled me with a quiet joy. 😨😊😳",0,1,1,0,0,1
I feel furious thinking about the way I was spoken to; it was humiliating and cruel. and i'm genuinely frightened about the idea of walking home alone late at night after what happened. 😤😨,1,1,0,0,0,0
"An unexpected confession left me stunned and I had to pause to process it. while the uncertainty about the future keeps me awake and makes my heart race with fear. Also, i feel furious thinking about the way i was spoken to; it was humiliating and cruel. 😤😨😳",1,1,0,0,0,1
"I feel completely connected and tender toward them in a way that surprises me. and a quiet sorrow has settled over me since the news and i can't seem to shake it off., but hearing their good news made my whole week brighter and i felt genuinely happy.",0,0,1,1,1,0
"An unexpected confession left me stunned and I had to pause to process it., but i feel an uneasy panic whenever i think about facing that situation again. while the small moments of warmth and laughter today filled me with a quiet joy.",0,1,1,0,0,1
The uncertainty about the future keeps me awake and makes my heart race with fear. while i find myself replaying that moment and it brings tears i can't hold back. while it hurts me deeply when someone i trusted betrays me without a second thought.,1,1,0,0,1,0
"There is a warmth inside me every time I think about the kindness they show. however, the day felt heavy and every small thing reminded me of how lonely i've been feeling. while i can't stand how they dismissed my feelings after everything i've done for them. 😤❤️😢",1,0,0,1,1,0
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. Also, a quiet sorrow has settled over me since the news and i can't seem to shake it off.",0,0,0,0,1,1
The uncertainty about the future keeps me awake and makes my heart race with fear. and i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. and i was completely taken aback by the unexpected message and it left me speechless. 😨😢😳,0,1,0,0,1,1
"I'm genuinely frightened about the idea of walking home alone late at night after what happened. and an unexpected confession left me stunned and i had to pause to process it. Also, it hurts me deeply when someone i trusted betrays me without a second thought.",1,1,0,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, the day felt heavy and every small thing reminded me of how lonely i've been feeling. ❤️😢",0,0,0,1,1,0
I was completely taken aback by the unexpected message and it left me speechless. and the thought of losing my job terrifies me more than i can explain. and i can't stop smiling thinking about the wonderful time we had together last night.,0,1,1,0,0,1
"I was completely taken aback by the unexpected message and it left me speechless. while i'm genuinely frightened about the idea of walking home alone late at night after what happened., but the small moments of warmth and laughter today filled me with a quiet joy.",0,1,1,0,0,1
Loving them makes even the hardest days feel bearable because of how they comfort me. and i can't stand how they dismissed my feelings after everything i've done for them. 😤❤️,1,0,0,1,0,0
"An unexpected confession left me stunned and I had to pause to process it. while i'm genuinely frightened about the idea of walking home alone late at night after what happened. however, the small moments of warmth and laughter today filled me with a quiet joy.",0,1,1,0,0,1
"I'm genuinely frightened about the idea of walking home alone late at night after what happened. and even in the crowd i felt empty, like a sadness that sat beside me all day. however, the sudden turn of events surprised me in a way i didn't expect and shook my plans., but i am seething with anger at the injustice i had to witness today.",1,1,0,0,1,1
"An unexpected confession left me stunned and I had to pause to process it. however, the uncertainty about the future keeps me awake and makes my heart race with fear. and there was a lightness in my chest all day, like the world finally felt right. 😨😊😳",0,1,1,0,0,1
"My heart fills with affection whenever I remember our quiet conversations late at night. however, i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. and i was overwhelmed with happiness when my friends surprised me with that celebration. 😊❤️😢",0,0,1,1,1,0
"A surprising twist in the evening turned everything upside down and I was caught off guard., but the thought of losing my job terrifies me more than i can explain. 😨😳",0,1,0,0,0,1
"I feel an uneasy panic whenever I think about facing that situation again., but i felt a deep ache in my chest remembering what we've lost and it wouldn't fade., but i am seething with anger at the injustice i had to witness today. 😤😨😢",1,1,0,0,1,0
"An unexpected confession left me stunned and I had to pause to process it. however, i find myself avoiding places because i'm scared something bad will happen again., but hearing their good news made my whole week brighter and i felt genuinely happy. 😨😊😳",0,1,1,0,0,1
"I am seething with anger at the injustice I had to witness today., but a quiet sorrow has settled over me since the news and i can't seem to shake it off. 😤😢",1,0,0,0,1,0
It hurts me deeply when someone I trusted betrays me without a second thought. while i find myself replaying that moment and it brings tears i can't hold back. and the thought of losing my job terrifies me more than i can explain.,1,1,0,0,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. while there was a lightness in my chest all day, like the world finally felt right. while it hurts me deeply when someone i trusted betrays me without a second thought. 😤😊❤️",1,0,1,1,0,0
"My heart fills with affection whenever I remember our quiet conversations late at night., but my blood boils whenever i remember how they treated me that day.",1,0,0,1,0,0
"There is a warmth inside me every time I think about the kindness they show., but i find myself replaying that moment and it brings tears i can't hold back. Also, my blood boils whenever i remember how they treated me that day. 😤❤️😢",1,0,0,1,1,0
"An unexpected confession left me stunned and I had to pause to process it. however, the thought of losing my job terrifies me more than i can explain. Also, i find myself replaying that moment and it brings tears i can't hold back. 😨😢😳",0,1,0,0,1,1
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, the day felt heavy and every small thing reminded me of how lonely i've been feeling., but i was overwhelmed with happiness when my friends surprised me with that celebration.",0,0,1,1,1,0
"There is a warmth inside me every time I think about the kindness they show. Also, my blood boils whenever i remember how they treated me that day. 😤❤️",1,0,0,1,0,0
"A surprising twist in the evening turned everything upside down and I was caught off guard. and the uncertainty about the future keeps me awake and makes my heart race with fear., but i can't stop smiling thinking about the wonderful time we had together last night.",0,1,1,0,0,1
"There is a warmth inside me every time I think about the kindness they show. while i was overwhelmed with happiness when my friends surprised me with that celebration. Also, even in the crowd i felt empty, like a sadness that sat beside me all day. 😊❤️😢",0,0,1,1,1,0
"An unexpected confession left me stunned and I had to pause to process it., but i find myself avoiding places because i'm scared something bad will happen again. Also, i was overwhelmed with happiness when my friends surprised me with that celebration.",0,1,1,0,0,1
"It hurts me deeply when someone I trusted betrays me without a second thought. Also, i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. 😤😢",1,0,0,0,1,0
"My heart fills with affection whenever I remember our quiet conversations late at night., but my blood boils whenever i remember how they treated me that day. 😤❤️",1,0,0,1,0,0
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. while the uncertainty about the future keeps me awake and makes my heart race with fear. and there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
I feel furious thinking about the way I was spoken to; it was humiliating and cruel. while the day felt heavy and every small thing reminded me of how lonely i've been feeling. while the uncertainty about the future keeps me awake and makes my heart race with fear.,1,1,0,0,1,0
"I was completely taken aback by the unexpected message and it left me speechless., but i feel an uneasy panic whenever i think about facing that situation again. however, there was a lightness in my chest all day, like the world finally felt right. 😨😊😳",0,1,1,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. Also, it hurts me deeply when someone i trusted betrays me without a second thought.",1,0,0,0,0,1
"I feel completely connected and tender toward them in a way that surprises me. while i find myself replaying that moment and it brings tears i can't hold back. and i can't stop smiling thinking about the wonderful time we had together last night. however, it hurts me deeply when someone i trusted betrays me without a second thought.",1,0,1,1,1,0
"Loving them makes even the hardest days feel bearable because of how they comfort me., but i felt a deep ache in my chest remembering what we've lost and it wouldn't fade.",0,0,0,1,1,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. while the uncertainty about the future keeps me awake and makes my heart race with fear. however, there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"An unexpected confession left me stunned and I had to pause to process it., but i'm genuinely frightened about the idea of walking home alone late at night after what happened. however, there was a lightness in my chest all day, like the world finally felt right. Also, it hurts me deeply when someone i trusted betrays me without a second thought.",1,1,1,0,0,1
"An unexpected confession left me stunned and I had to pause to process it., but i'm genuinely frightened about the idea of walking home alone late at night after what happened. however, i can't stop smiling thinking about the wonderful time we had together last night. 😨😊😳",0,1,1,0,0,1
"An unexpected confession left me stunned and I had to pause to process it., but the small moments of warmth and laughter today filled me with a quiet joy.",0,0,1,0,0,1
"I feel completely connected and tender toward them in a way that surprises me., but i was overwhelmed with happiness when my friends surprised me with that celebration. however, it hurts me deeply when someone i trusted betrays me without a second thought.",1,0,1,1,0,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans., but there was a lightness in my chest all day, like the world finally felt right.",0,0,1,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. Also, the small moments of warmth and laughter today filled me with a quiet joy. 😊😳",0,0,1,0,0,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans., but i find myself avoiding places because i'm scared something bad will happen again.",0,1,0,0,0,1
"I was completely taken aback by the unexpected message and it left me speechless. while the thought of losing my job terrifies me more than i can explain. however, i can't stop smiling thinking about the wonderful time we had together last night.",0,1,1,0,0,1
"There is a warmth inside me every time I think about the kindness they show., but i find myself replaying that moment and it brings tears i can't hold back. and the small moments of warmth and laughter today filled me with a quiet joy.",0,0,1,1,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. however, a quiet sorrow has settled over me since the news and i can't seem to shake it off. ❤️😢",0,0,0,1,1,0
"The uncertainty about the future keeps me awake and makes my heart race with fear. and even in the crowd i felt empty, like a sadness that sat beside me all day., but the sudden turn of events surprised me in a way i didn't expect and shook my plans. 😨😢😳",0,1,0,0,1,1
"I can't stand how they dismissed my feelings after everything I've done for them. however, i'm genuinely frightened about the idea of walking home alone late at night after what happened. Also, even in the crowd i felt empty, like a sadness that sat beside me all day.",1,1,0,0,1,0
